rating,date,reviews,feedback
5,30-Jul-18,I love my Echo Spot.  Waking to my favorite music.  Being able to completely turn off display at night so my bedroom is dark.  All the skills I have yet to try.  Easy to use.,1
5,29-Jul-18,I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,1
5,30-Jul-18,I enjoy it. Still discovering new uses.,1
5,29-Jul-18,Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.,1
1,28-Jul-18,I returned 2 Echo Dots & am only getting refund for 1. I returned 2 in one package. I want my refunds for both of them. They are in the same package. Can you not see them both???!!!,0
5,24-Jul-18,It works great and sounds good!,1
5,30-Jul-18,I connected it to my whole home sound system to play prime music which my Google Home mini can't do.  It works well.,1
5,30-Jul-18,Oh I love my Echo Show and the video news spots,1
5,30-Jul-18,Still learning all the ways to use it.  It is a real hit with my grandkids who ask it to play music and then dance to it.  (5 and 7 yrs).  Very cute.,1
5,25-Jul-18,I love it and my family loves it also we use it all the time we also like playing the games that you can get on it too!! Great for family game nights,1
5,30-Jul-18,"Still getting used to Alexa, but I think she's a keeper!",1
5,29-Jul-18,"This echo is just as great as my others, even though it is smaller.",1
5,26-Jul-18,"I am a small business owner with no staff. With the Alexa driven Echo Spot, I feel like I've hired my first assistant! My Echo Spot keeps me organized, updated, and assistance when I need information that will help my day run more smoothly. I love my Echo Spot so much, I bought 2 more for my kids who love their Echo Spot too! I highly recommend this product.Suggested improvement for future versions, make the Echo Spot wireless. 😊",1
5,30-Jul-18,Thought it was pretty cool new to streaming thing seemed easy to use,1
5,29-Jul-18,Love it!,1
5,30-Jul-18,Easy to use and setup.,1
5,29-Jul-18,easy to use--amazing,1
4,30-Jul-18,It plays music that I request.,1
5,30-Jul-18,"Easy setup, easy use, work with other smart products, always learning what it can do",1
5,30-Jul-18,"Listening to music, searching locations, checking time, looking up weather. There are many more task to learn. It was simple to set up.",1
5,06-Jul-18,Was Leary about refurbished but work great.,1
5,31-Jul-18,Family loved it!,1
5,11-Jun-18,I bought it because everyone was saying how much they love theirs. But I have no need for it. I only used it once. The volume was not loud enough for me when I played music while I was on my treadmill. So I rather use my tower speaker which is 3xs louder.,1
5,30-Jun-18,amazing product with amazing sound!,1
5,20-May-18,I have never been more satisfied with a product. Perfect introduction to Alexa.,1
5,29-Jul-18,"My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.",1
2,30-Jul-18,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.,0
5,28-Jul-18,Great product and fast shipping. Thank you,1
5,30-Jul-18,"Perfect for kids, adults and everyone in between!!",1
5,30-Jul-18,Sound quality,1
5,13-Jun-18,I purchased this refurbished.  Works just like brand new.  3 minute set up. Very easy.  Now I have echo dot that I can command to start playing music for my backyard deck sound system.,1
1,30-Jul-18, ,0
4,30-Jul-18,"Nice picture good sound but the mics are not as sensitive as a dot, my dots can hear me from across the house the Show does not, that being said I LOVE the show!!I can watch TV and movies while in tg ed kitchen, have the News playing or Music....love....it !!",1
5,30-Jul-18,"I love searching the Alexa skill shop on the app. Useful things like having Alexa turn my lights on and off, listening to news updates every morning. And fun stuff like telling Alexa to make the Star Trek red alert nois. Or playing song quiz with friends.",1
5,30-Jul-18,"Once connected it brought so many options to view. We connected with quite a few of the channels.Must have,",1
5,29-Jul-18, ,1
5,30-Jul-18,Whats not to like about this speaker.  Just ask Alexa,1
4,31-Jul-18,A great product.  I would buy another.,1
4,05-Jul-18,The only thing I don't like is it shuts off by itself other than that it works great,1
5,29-Jul-18,"Great product! Highly recommend getting the stand that goes under it, it sits much better on the desk.",1
5,28-Jul-18,This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,1
4,10-Jun-18,I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,1
4,30-Jul-18,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1
5,12-Jul-18,Holy sound quality batman! This thing jams. It's insanely helpful and just a nice gadget to have around.,1
3,30-Jul-18,The commands Alexa requires are too specific.  I find Google home to be much more flexible in figuring out what I'm asking for.,1
4,30-Jul-18,Needs to play YouTube and prime video and maybe Netflix. But it has good sound,1
4,30-Jul-18,"The selection is wonderful and the ease of use on the home page is nice. I wish, however, it didn't keep overcoming my settings for my other devices attached to my TV.  I have to keep switching back after any switches in programming, including my stereo.",1
5,30-Jul-18,"I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good.",1
5,30-Jul-18,Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,1
5,23-Jun-18,Have these in almost every room. I really have enjoyed them. Works perfectly.,1
2,26-Jul-18,"It was harder to setup then I thought it should be, for some reason I had to default  it twice. Had to go thru too many steps to setup and find my devices. Would be nice if it could interact with my Xfinity cable tv cable box and it also does not work with my Xfinity alarm for my house or my cameras, be nice set and disarm the alarm with Alexa. Had to install a skill app to setup bulb ??? whats that about, you ship it with your product ??? should have said (Alexa setup bulb) or (Alexa find new bulb) ??? and (Alexa setup Nest)??? it's fine that you use third party apps but Alexa should do the work for you.",0
5,29-Jul-18,It’s smaller than the original. Looks nicer too.,1
5,29-Jul-18,I love it!,1
2,30-Jul-18,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better,0
5,30-Jul-18,The echo works well. I was able to sync it with my other Amazon music devices.,1
5,30-Jul-18,"We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!",1
5,21-Jul-18,"I needed an alarm clock and this fit the bill perfectly.  I am a believer in amazon echo, Alexa and fire.  Great customization options and Alexa is always helpful.  Sound quality is also surprisingly good.",1
5,30-Jul-18,I love it!!,1
4,20-May-18,Love our echo! Thing the full size version sounds better though.,1
5,29-Jul-18,Great sound from a little speaker,1
5,30-Jul-18,"She works well. Needs a learning command  for unique, owners and users like. Alexa “learn” Tasha’s birthday.  Or Alexa “learn” my definition of Fine. Etc. other than that she is great",1
5,15-Jul-18,I love it works very well,1
5,29-Jul-18,Easy to use and has great sound...It was a great purchase at a great price.,1
4,10-Jun-18,I bought it mainly to be a speaker when playing music or videos on my phone. Not working for me. Read instructions but not working for me.,1
4,30-Jul-18,I like almost everything,1
5,30-Jul-18,Amazing product,1
5,30-Jul-18,"I used Chromecast before this, it was okay. But I love the FireStick. Works great, doesn’t lag. Would recommend!",1
3,30-Jul-18,Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.,1
3,26-Jul-18,The built in hub lacks some of the features (geo fencing) of the Phillips hub.  Otherwise would have given it 5 stars.,1
5,20-Jul-18, ,1
5,30-Jul-18,Puts the pep back in my old TV.  All of the software was expired and I enjoy NETFLIX and Amazon Prime Video.  Now I have all of my favorite Video on the TV again......,1
5,28-Jul-18,LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,1
5,29-Jul-18,"This is my second Echo, I have the Dot but the speaker is weak so I purchased this and for listening to music the speaker is great.",1
5,30-Jul-18,We love our Echo Show!,1
5,30-Jul-18,Very easy to install and am excited to use!,1
4,29-Jul-18,Having the large screen really majes this an enjoyable experience. Only thing it’s missing is youtube.,1
5,11-Jul-18,Worked just like a brand new Dot ---so I am very satisfied.,1
5,30-Jul-18,Love it!,1
5,30-Jul-18,You’re all I need...na na nana!,1
5,30-Jul-18,Great product. Had a bit of a problem to download kodi but once it is done. You get all the movies Tv programs.,1
5,29-Jul-18,Got this on Amazon prime with the ring pro. Work really great. Being the lazy guy I am I don't need to go see who at my door anymore while I'm gaming.,1
4,30-Jul-18,this is my first Alexa enabled device and so far its lived up to its reputation!,1
4,30-Jul-18,I like it,1
4,30-Jul-18,Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. 😂 Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.,1
5,20-Jun-18,These are great. I bought one and then bought another right away. Grab a few of these and a few smart switched and you're set with smart home capabilities for under $150. Highly recommended.,1
5,30-Jul-18,I love the firestick ! It's easy to set up and use. It rarely stops to buffer and. It  would be a bargain at twice the price.,1
4,02-Jul-18,Does everything I have asked it.,1
5,30-Jul-18,"I love my Echo Dot!  The price I paid during Prime Day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  I can play music, set alarms, call friends, play games, set timers...the list goes on and on.  Definitely worth the money.",1
5,30-Jul-18,"Great price.  I love my echo dot,",1
5,31-Jul-18,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1
3,30-Jul-18, ,1
5,30-Jul-18,Still learning everything she can do.  Good for a room.  Volume is pretty good without an additional speaker,1
5,30-Jul-18,"Listens well, does way more than expected, love her!",1
3,30-Jul-18,I like the product except that the speakers are not the high quality I expected,1
5,30-Jul-18,It was very easy to set up and my family love it’s!,1
2,30-Jul-18,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.",0
5,19-May-18,Love it!  Works perfectly!,1
5,30-Jul-18,Amazing for all your entertainment needs!,1
5,11-Jun-18,Alexa's sister (my second dot),1
5,28-Jul-18,"I own 5 Echo devices, consider me addicted! This little number is awesome, not only do I like that it displays, the sound is great and it has the same dependable functionality as other Echo devices. One feature I really like is how it slowly dims after I turn off my bedroom light, so I have a night light for a bit. I love Echo devices and have just about run out of places to put them!",1
5,30-Jul-18,Great sound and video plus all the great stuff that Alexa has to offer even turns my lights on and off,1
5,19-Jul-18,Very nicely constructed. My wife wanted a second for the kitchen so I order a second one.,1
5,30-Jul-18,I really love that all my apps are in one spot,1
5,30-Jul-18,Love it.  It works great.  Alexa still has some problems  but it is getting better every day.  I'm not an expert but I think the sound quality is fine.  Not perfect but good.,1
5,24-Jul-18,"I liked it, perfect size, the screen is really clear,  and elegant.",1
5,30-Jul-18,"I love my new Echo Dot! Right now, I mainly use it to play music at night, but it gets the job done.",1
2,14-Jul-18,"The sound quality is not that good, especially for the price that you pay for this. I would recommend to get the Echo Dot and buy a better speaker instead. Maybe Sonos and use the Echo dot.",0
5,28-Jul-18,It is awesome. I love being able to turn my lights on so I don’t have to walk into a dark home. I also get to video chat with my nephews who live states away by just asking Alexa to call.,1
5,30-Jul-18,I love it,1
5,30-Jul-18,Love it! Very helpful,1
5,29-Jul-18,Liked 100%,1
2,30-Jul-18,Sad joke. Worthless.,0
5,06-Jun-18,Bought my first echo dot and loved it so I got this for work. Absolutely love it!,1
2,29-Jul-18,"It's like having another kid in the house; I have to constantly repeat myself.I can tell Alexa to do something clear as day, and according to the history, she hears something comeletely different.The device is really cool, and I like the concept, which is why it gets two stars. However, it just doesn't work as intended.I find myself irritated more often than not when I use this device.",0
5,18-Jul-18,Just got mine last night. Played around with it for a while. Should have bought it a long time ago.,1
5,31-Jul-18,Small device that my kids like to ask questions. Very handy friendly interactive,1
5,29-Jul-18,"This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..",1
5,30-Jul-18,"Works beautifully, excellent sound.",1
5,30-Jul-18,Very easy to set up. Works wonderful and I love it!!,1
5,09-Jul-18,Works great!,1
5,30-Jul-18,I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!,1
5,30-Jul-18,Works really well.,1
5,28-Jul-18,Great device,1
5,30-Jun-18,"I love the Echo Plus mainly because I don't have to worry about putting a CD, in to play. I just command a song and it plays. However; I was disappointed to learn later that it needed to stay plugged in unlike the Echo. After consulting with Amazon and learning that I can purchase a portable Echo charging station I'm good.Sincerely,",1
5,13-Jul-18,"It's an echo, and it works.  For the price it's great deal. Have had no issues with it.  As with all dots, the speaker is a bit tinny, but good for a second unit, or if you are like me, you can attach it to an external speaker for more sound.Good buy",1
4,30-Jul-18,It's alright....,1
5,25-Jun-18,"I love Alexa! It's great helping me, making my appointments, playing the songs I like! What else can you do? Looking forward for more.",1
4,29-Jul-18,"It’s my second one, so I put this one in the kitchen for recipes.",1
5,29-Jul-18,Listen music and set timer,1
3,30-Jul-18,"I bought this for my healing room.  I play continuous spa like music. Although Alexa knows the type of music needed, the device does not deliver quality sound it sounds muffled.  I didn't know I had to buy speakers too.",1
3,27-Jul-18,Has weird pauses in her speech pattern that are not present in my other echo devices.,1
5,30-Jul-18,Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1
5,28-Jul-18,"An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.",1
4,26-Jul-18,"Connecting and sound are perfect! I only give 4 because the is no internal battery, if I disconnect to the power source, it will be off.",1
4,30-Jul-18,Not that much different than the one we had.  Alexa is still stubborn. LOL.  We ordered it on the Prime day to get the light bulbs with it i the deal but did not get the light bulbs.  When we called she said they were sold out.  Felt bad about that.  Now we have to buy light bulbs.,1
3,26-Jul-18,"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",1
5,29-Jul-18,"So far, I like it.  It is better than I expecting it.",1
1,30-Jul-18,"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.",0
5,30-Jul-18,Cool,1
5,26-Jul-18,Great buy!,1
5,28-Jul-18,My first smart buy..I am loving it and all the great things Alexa can do.,1
1,30-Jul-18,Not much features.,0
5,28-Jul-18,love the spot,1
1,28-Jul-18,The tech isn’t there. It doesn’t understand most common words and is basically a glorified radio,0
5,30-Jul-18,"Excellent quality, very good sound, great deal on Prime Day.",1
3,26-Jul-18,Doesn't seem to hear as well as my 2nd Generation Echo and WHY is there no volume buttons on it?!,1
5,26-Jul-18,Worked great. The built in hub works great.,1
4,19-Jun-18,"Works very well, but the microphone don&#34;t pick up as well as the full size echo.  Audio quality is okay for the size.",1
4,30-Jul-18,"Some times Alexa is a little &#34;thick&#34;, but mostly good!",1
2,30-Jul-18, ,0
5,26-May-18, ,1
5,30-Jul-18,Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,1
5,14-Jul-18,everything perfect,1
2,29-Jul-18,It's got great sound and bass but it doesn't work all of the time. Its still hot or miss when it recognizes things,0
5,30-Jul-18,Entertainment,1
5,29-Jul-18,"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!",1
3,30-Jul-18,"Hard to hear, had to blue tooth it to a better speaker.",1
5,30-Jul-18,Like having the music where ever I am.,1
5,29-Jul-18,The speakers on these devices are surprisingly good. The functionality of each echo device is fantastic.,1
5,29-Jul-18,I use it in my office and another at my apartment for music and information,1
5,30-Jul-18,"Love the Firestick! My kids love that they can talk to Alexa and get the weather, local news, etc.",1
5,27-Jun-18,of course!,1
3,29-Jul-18, ,1
5,16-May-18,Like new.  No difference from new unused original.,1
5,29-Jul-18,"Perfect! May favorite Alexa device by far, specially if you own ring cameras or amazon cam's it does the job really well.  We changed our echo in the main living room and it seems to be more reactive. Good job Amazon!",1
5,22-May-18,"I love this, answers all my stupid questions and tells me the weather for when I don’t get off the couch",1
2,05-Jun-18,It doesn’t always  work,0
5,30-Jul-18,"Works great, speed is fast. Exactly what we needed",1
4,30-Jul-18,I like having more Alexa devices in my house and the sales price on amazon prime day was too tempting.,1
5,30-Jul-18,I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!,1
3,30-Jul-18,its okay but keeps dropping wifi!,1
4,18-May-18,"Not very loud but quality and ease of use is great. Sound is perfect for background music, would suggest 2-or more connected together if you’re trying to use for hosting a louder party",1
5,26-Jun-18,I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected,1
5,29-Jul-18,Love being able to read the lyrics of my favorite songs.,1
5,22-Jul-18,"I wasn't sure I really wanted one of these, but now that I have it, it is extremely useful.  Get one, you'll love it!",1
5,29-Jul-18, ,1
5,18-Jul-18,very nice! everything is working fine. just have to 100% learn the commands,1
5,30-Jul-18, ,1
1,30-Jul-18,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",0
5,27-Jul-18,This is the one of my favorite Amazon devices.  Have one in my bedroom and use as alarm clock. Perfect addition to our home of Alexa devices.,1
5,26-Jul-18,"Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",1
5,28-Jul-18,Alexa is easy to operate and set up.  Have had it for about 10 days now and love it.,1
4,09-Jul-18,"The price is great.  Was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  Will buy some more. Want 1 in every room.",1
5,30-Jul-18,"I have been extremely impressed with the device as a whole. Completely changed sleep schedule and replaced my alarm clock. It is the perfect bedside counter device - alarm, wake up music, weather, top news stories, etc. Perfect device for what I wanted and does so much more than I expected it to do, calling feature is also a huge selling point. This is a must own item. Probably will grab more Echos in the future.",1
5,07-Jul-18,Love,1
4,28-Jul-18,I never had ALEXA before but the biggest reason I bought it was for YOUTUBE and apparently YOUTUBE stopped supporting it and that is why it will get 4 stars.... it's mostly YOUTUBE's FAULT but I worked around it by using my cell phone as a blue tooth connected to hear things but still takes the voice activate purpose away but the speaker is amazing to hear my youtube watch later playlist,1
1,27-Jul-18,You need a Harvard law degree to operate this thing! It's going back very soon!,0
5,17-Jul-18,"So easy to use, non-stop music!",1
1,28-Jul-18,Alexa hardly came on..,0
5,30-Jul-18,I love it.  It is so easy to use,1
5,28-Jul-18,Love seeing everything in the display!,1
5,30-Jul-18,Still learning all the capabilities...but so far pretty pretty pretty good,1
5,19-Jul-18,Good product.,1
5,31-Jul-18,I LOVE my Firestick.,1
5,29-Jul-18,Works great!,1
5,30-Jul-18,Works great no lag and is much better than the gen 1 devices I was using. I would recommend this if you have a 1rst gen and are tired of the lag and crashes.,1
5,30-Jul-18,BEST father's day gift. Dad joked to my mom that Alexa will be the one listening to all of his (repeated) stories going forward.,1
4,30-Jul-18,Love it. The only downside is that you can't download any app you want.,1
5,29-Jul-18,Very easy to set up and have no issues.,1
5,29-Jul-18,"Once set up very user friendly. Set-up wasn't as user friendly as I'd hoped.. The alexa app should be able to download to a pc without installing [invasive ] drivers. My wife and I are both retired and she wouldn't have been able to install Alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using Alexa yet.",1
2,23-Jul-18,"All is fine with the Spot exact for one massive failing.  In order to turn off a repeating alarm in the morning you pretty much have to talk - which is not a thing you usually want to do when first woken up and your bed partner will definitely not like.  YES, you can manually swipe up on the alarm face to dismiss but i) swiping up rather than touching screen when you are half asleep is very difficult and results in setting snooze more than half the time even if you really try to swipe to dismiss and ii) if you do manage to swipe up to dismiss, then you completely delete your recurring alarm.This is especially annoying as Amazon could so easily fix this by simply making touching the screen turn off the alarm but NOT delete it or at least make it a setting to decide whether touching the screen for a recurring alarm snoozes or turns it off.  But as the clock has been out for a year now and they still haven't adding this setting, clearly not going to happen.  This may be the biggest product design screw up Amazon has ever made.",0
5,23-Jun-18,No problems,1
5,29-Jul-18,Works great! Perfect for my office!,1
4,30-Jul-18,"As Always, easy to set up",1
1,30-Jul-18,Menu doesn’t work. Says it can’t connect to amazon network,0
2,23-Jul-18,"I'm sure the Echo is as cool as everyone says....but I won't get to try this one. Even though I have a Large covered porch.....the package was left on my top step on a day forecast for 100% chance of rain.....and rain it did, soaking the package. I'm not even going to open it and see how bad the damage is. This order has been cursed from the beginning. Ordered as a Birthday Gift and Delivery was not made on scheduled day. Now I get it, and its rain-soaked.",0
5,30-Jul-18,It's Alexa.... what else can you say,1
5,27-Jul-18,"Great product, and i like the screen for a alarm clock",1
5,30-Jul-18,I love it! I use it for everything. It’s a part of my daily routine,1
5,31-Jul-18,"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",1
5,12-Jun-18,Love the Echo Dot. Helps husband get Netflix and other apps on our Amazon Fire TV.  No problems with it being refurbished. Planning on getting another one for the Amazon Fire Stick in bedroom.,1
4,27-Jul-18,Sound is better,1
5,30-Jul-18,"My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!",1
5,30-Jul-18,"Upgraded from an original Echo on Prime Day and so far I love it. I'm sure I have a long way to go to maximize its utility,  but for now I owe my marked increase in lyrical knowledge to this thing. Who knew Post Malone actually used words?!",1
4,30-Jul-18,Setting up,1
2,30-Jul-18,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.,0
5,30-Jul-18,I love you so much,1
4,05-Jun-18,"This is a great device. We mainly use it to verbally add things to the shopping list, but occasionally use any number of the &#34;fun&#34; things you can program it to do, like go to Red Alert or make the TARDIS land (yes, we're a house of geeks... we even chose the wake-word to be &#34;Computer&#34; instead of &#34;Alexa&#34;. Now we just need Majel Barret's voice and I will be in geek heaven.) ;)It's not as easy to get my Premium Spotify to work properly with it, and still not sure how we can get multiple music accounts attached so we can listen to different music in different rooms, but so far it's still been worth it. I am often asking it the time, the weather, it even gives us a news briefing. We also use it as an intercom system which has been really awesome. Plus it's fun knowing the NSA is listening to everything.",1
5,19-May-18,It has all I need for my life plans time date music,1
5,30-Jul-18,"I purchased echo about 2 weeks ago , I love this product, I would definitely recommend",1
4,27-Jul-18,We have used for last 2 weeks. We like it. My children also like it. Alexa has become part of our family.,1
5,30-Jul-18,It's like having your tv as a big tablet,1
5,30-Jul-18,"Got this as a gift... so cool!  I can view my news, recipes or shopping lists.  And much more!!!",1
5,30-Jul-18,Love my echo dot easy to use and set up,1
5,29-Jul-18, ,1
4,18-Jul-18,Divertido,1
4,28-Jul-18,Love it to play music works great for finding recipes. Need more family to have adapted machines to see,1
5,30-Jul-18,Still learning everything she can do.  Good for a room.  Volume is pretty good without an additional speaker,1
5,30-Jul-18,I love it,1
5,30-Jul-18,Dislike the volume. It does not sound loud enough.,1
5,28-Jul-18,no problem,1
5,30-Jul-18,Love the echo dot it’s amaxing!!!,1
5,30-Jul-18,Works great! Alexa finds all the goodies you could ask for!,1
5,30-Jul-18,Love this!,1
3,30-Jul-18,You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,1
5,30-Jul-18,Great Purchase,1
5,28-Jul-18,"It is a great bundle of fun. Music ,games, questions etc. I luv it turns off my smart lights. I purchase 4 more smart light for my lamps in the living room and my room!",1
5,29-Jul-18,I am impressed with the sound quality.,1
5,30-Jul-18,I love the way it is designed. And you have choices for the face.  I use it for my bed side.  I drop in; on my echo in another part of the house frequently without yelling.,1
5,20-May-18,Works great!,1
5,28-Jul-18,Super easy set up! Great features! FUN!,1
4,29-Jul-18,We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.,1
5,30-Jul-18,It was very easy to set up and my family love it’s!,1
5,30-Jul-18,Highly like my eco show.no complaints,1
5,29-Jul-18,Home entertainment.,1
4,30-Jul-18,"4.5 out of 5 Stars. I generally like this product. Its great at doing what you ask of it like playing music, setting timers, and making calls. Reason why I didn't rate it 5 out of 5 is that sometimes the connection dies and my Echo stops playing music and shows a red ring. Seems to be a connection issue. Overall, great product.",1
5,25-Jul-18,Music. News. Shopping list. Jokes. Games,1
4,30-Jul-18,"I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.",1
4,30-Jul-18,"I love this, it's quick and easy to use. I love that there are so many apps you can access but disappointed some of them cost extra money to use. I also love the music app on here. I didn't think I would use it because I have Alexa echo and listen to music all the time on there. But I tried it on the fire tv and it gives you the lyric as the songs play! Love it!!",1
5,29-Jul-18,"In a matter of minutes it became indispensable addition to our house. Extrimelly useful hub of information, music, automation, communication, and assistant in basic needs. Would love to have a voice personalization. Some things are better not to said aloud but typed (like door unlocking codes) but that is problem of unwitty developers. So far only positive experience. The privacy invasions is happened way before Alexa, it is on your phone no matter brand or carrier. To Alexa defence at list it has a button to turn a microphone off.",1
5,24-Jun-18,"I am happy with the refurbished echo dot. I’ve had it for about two weeks, and so far it is working perfectly! Even though it did not come in its original box, it looks like new! I’m happy with this purchase!",1
4,30-Jul-18,love it,1
5,31-Jul-18,Easy to use,1
5,30-Jul-18,works like any other one!,1
5,29-Jul-18,Fun just got it today now my I pod will go in my car and I will use this is the house.,1
4,30-Jul-18,Fast response which was amazing.  Clear concise answers and sound quality is fantastic.  I am still getting used to Alexia and have not usde Echo to its full extent.,1
2,28-Jul-18,Need to be able to connect to more 3rd party viceo apps,0
5,26-Jul-18,I used it as an alarm clock  i lov it,1
5,30-Jul-18,"Alexa Show is amazing. My wife hated that I bought it, thought we didn't need it and after a day she fell in love with Alexa too lol. It is so convenient for setting timers, listening to music, playing music for the dog while im not home, connecting to bluetooth speakers for parties, playing movies. I love it!",1
5,29-Jul-18,"Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered.",1
3,25-Jul-18,"I have the dot and Echo Plus, this one can't seem to &#34;hear&#34; me as well and doesn't do as much as I expected.",1
5,30-Jul-18,I love my amazon sticks,1
5,28-Jul-18,"Echo is my teacher English, he is very funny,but sometimes he does not listen to what is said.",1
5,28-Jul-18,Great device.  Seems to work better than the 1st generation!,1
5,30-Jul-18,"I purchased the ""Show "" to keep in touch with my daughter and her family after their recent move half way across the country.  It is wonderful seeing their faces during our conversations.",1
5,22-Jun-18,"Love the dots, especially with the ability to talk from one to the other, these are really convenient. No issues with the refurbished as they are like new.",1
1,30-Jul-18,"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.",0
5,30-Jul-18,Love it...so happy to have everything available through this,1
3,30-Jul-18,it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,1
5,30-Jul-18,It good,1
5,28-Jul-18,Perfect for controlling my tp-link smart devises,1
